Mindat_id,Deposit_type,age_category,litho_class,Latitude,Longitude,age_midpoint_ma,lithology_status,macro_latitude,macro_longitude,macro_litho_raw,macro_litho_class,api_status,n_minerals_total,n_minerals_mapped,n_families_primary,n_families_copper,pct_mapped,age_status,continent_approx_original
206690.0,VMS,Paleozoic,mafic,49.198825,-56.157344444444,445.0,resolved,49.198825,-56.157344444444,intrusive igneous rocks; volcanic: mafic rocks,mafic,ok,12,12,3,7,100.0,resolved,North_America
206850.0,Porphyry,Cenozoic,other,0.333055555556,-78.5830555556,6.5,other,0.333055555556,-78.5830555556,intrusive igneous rocks,other,ok,16,16,4,11,100.0,resolved,South_America
206851.0,Porphyry,Mesozoic,other,-3.6,-78.5,173.55,other,-3.6,-78.5,sedimentary rocks,other,ok,12,12,4,10,100.0,resolved,South_America
206852.0,Porphyry,Cenozoic,other,-1.56638888889,-79.1330555556,15.0,other,-1.56638888889,-79.1330555556,sedimentary rocks,other,ok,5,5,3,5,100.0,resolved,South_America
206853.0,Porphyry,Mesozoic,other,-3.78305555556,-78.6,173.55,other,-3.78305555556,-78.6,sedimentary rocks,other,ok,7,7,3,7,100.0,resolved,South_America
206854.0,Porphyry,Cenozoic,other,-4.33305555556,-80.0,14.15,other,-4.33305555556,-80.0,intrusive igneous rocks,other,ok,4,4,3,4,100.0,resolved,South_America
206855.0,Porphyry,Cenozoic,other,-4.2,-79.5830555556,14.15,other,-4.2,-79.5830555556,sedimentary rocks,other,ok,4,4,3,4,100.0,resolved,South_America
206856.0,Porphyry,Cenozoic,other,-2.93305555556,-79.4163888889,10.74,other,-2.93305555556,-79.4163888889,sedimentary rocks,other,ok,23,23,6,14,100.0,resolved,South_America
206858.0,Porphyry,Cenozoic,other,-3.58305555556,-79.3330555556,9.6,other,-3.58305555556,-79.3330555556,sedimentary rocks,other,ok,18,18,6,13,100.0,resolved,South_America
206859.0,Porphyry,Cenozoic,other,-3.05,-79.683333,19.3,other,-3.05,-79.683333,sedimentary rocks,other,ok,18,18,6,14,100.0,resolved,South_America
206860.0,Porphyry,Cenozoic,other,-1.38305555556,-79.1163888889,20.0,other,-1.38305555556,-79.1163888889,sedimentary rocks,other,ok,5,5,3,5,100.0,resolved,South_America
206889.0,Porphyry,Mesozoic,carbonate,-23.6897222222,150.629722222,246.0,resolved,-23.6897222222,150.629722222,"chert,phyllite,sandstone,shale,limestone,siltstone,schist; sedimentary; volcanic",carbonate,ok,9,9,4,9,100.0,resolved,Oceania
206890.0,Porphyry,Mesozoic,felsic,-23.6,150.4,245.0,resolved,-23.6,150.4,"chert,phyllite,sandstone,shale,limestone,siltstone,schist; rhyolite; volcanic; igneous mafic volcanic; igneous felsic volcanic; felsic",felsic,ok,18,18,5,12,100.0,resolved,Oceania
206892.0,Porphyry,Paleozoic,felsic,-20.5697222222,148.26,265.0,resolved,-20.5697222222,148.26,granite; igneous felsic intrusive; tonalite; intermediate-felsic volcanic rocks,felsic,ok,4,4,2,4,100.0,resolved,Oceania
206893.0,Porphyry,Mesozoic,felsic,-25.242444561942,151.6252116256,250.0,resolved,-25.242444561942,151.6252116256,intrusive igneous rocks; granodiorite; diorite; igneous felsic intrusive; granite,felsic,ok,4,4,2,4,100.0,resolved,Oceania
206895.0,Porphyry,Mesozoic,felsic,-24.8072222222,150.872777778,235.0,resolved,-24.8072222222,150.872777778,granite; igneous felsic intrusive; tonalite; intrusive igneous rocks,felsic,ok,11,11,4,11,100.0,resolved,Oceania
206896.0,Porphyry,Paleozoic,felsic,-20.4244444444,146.778333333,285.0,resolved,-20.4244444444,146.778333333,igneous felsic intrusive; granite; granodiorite; diorite; intermediate-felsic volcanic rocks,felsic,ok,8,8,3,8,100.0,resolved,Oceania
206897.0,Porphyry,Mesozoic,felsic,-23.6108333333,150.4575,250.0,resolved,-23.6108333333,150.4575,"chert,phyllite,sandstone,shale,limestone,siltstone,schist; igneous mafic volcanic; igneous felsic volcanic; felsic; andesite",felsic,ok,6,6,3,6,100.0,resolved,Oceania
206898.0,Porphyry,Mesozoic,felsic,-24.8163888889,151.366388889,235.0,resolved,-24.8163888889,151.366388889,"andesite; igneous felsic intrusive; granite; chert,phyllite,sandstone,shale,limestone,siltstone,schist",felsic,ok,10,10,3,8,100.0,resolved,Oceania
206900.0,Porphyry,Mesozoic,mafic,-25.6434,151.8514,235.0,resolved,-25.6434,151.8514,intrusive igneous rocks; volcanic; igneous mafic volcanic; basalt,mafic,ok,25,25,8,18,100.0,resolved,Oceania
206901.0,Porphyry,Mesozoic,mafic,-24.6680555556,150.876111111,235.0,resolved,-24.6680555556,150.876111111,"granite; igneous mafic volcanic; basalt; sandstone,shale,limestone,siltstone",mafic,ok,6,6,3,6,100.0,resolved,Oceania
206902.0,Porphyry,Paleozoic,felsic,-18.2533333333,143.423333333,310.0,resolved,-18.2533333333,143.423333333,paragneiss/metavolcanic gneiss; sandstone; igneous felsic intrusive; granite,felsic,ok,13,13,4,11,100.0,resolved,Oceania
206903.0,Porphyry,Paleozoic,carbonate,-20.5783333333,146.9775,285.0,resolved,-20.5783333333,146.9775,"siltstone,schist,sandstone,shale,limestone,chert,phyllite; andesite; volcanic; sedimentary; metamorphic",carbonate,ok,7,7,2,7,100.0,resolved,Oceania
206905.0,Porphyry,Unknown,felsic,-20.2,147.95,,resolved,-20.2,147.95,intermediate-felsic volcanic rocks; igneous felsic intrusive; granite; granodiorite,felsic,ok,5,5,2,5,100.0,unknown,Oceania
206906.0,Porphyry,Unknown,siliciclastic,-20.9166666667,148.0,,resolved,-20.9166666667,148.0,"sandstone; sedimentary; metamorphic; tillite,siltstone,limestone,mudstone,sandstone",siliciclastic,ok,4,4,2,4,100.0,unknown,Oceania
206908.0,Porphyry,Cenozoic,other,29.2705555556,61.5844444444,21.0,other,29.2705555556,61.5844444444,sedimentary rocks,other,ok,45,45,6,21,100.0,resolved,Asia
206910.0,Porphyry,Cenozoic,other,29.554444,64.504166,21.0,other,29.554444,64.504166,sedimentary rocks,other,ok,28,28,7,18,100.0,resolved,Asia
206911.0,Porphyry,Cenozoic,other,29.1225,62.194166,14.9,other,29.1225,62.194166,sedimentary rocks,other,ok,8,8,4,7,100.0,resolved,Asia
206942.0,Porphyry,Cenozoic,other,-11.6,-76.133333,7.5,other,-11.6,-76.133333,sedimentary rocks,other,ok,15,15,5,11,100.0,resolved,South_America
206943.0,Porphyry,Cenozoic,other,-6.76138888889,-78.6055555556,10.5,other,-6.76138888889,-78.6055555556,sedimentary rocks,other,ok,13,13,4,9,100.0,resolved,South_America
206944.0,Porphyry,Cenozoic,other,-16.5455555556,-71.5525,57.0,other,-16.5455555556,-71.5525,intrusive igneous rocks,other,ok,16,16,5,11,100.0,resolved,South_America
206945.0,Porphyry,Cenozoic,other,-17.6813888889,-69.9005555556,60.65,other,-17.6813888889,-69.9005555556,sedimentary rocks,other,ok,4,4,2,4,100.0,resolved,South_America
206946.0,Porphyry,Cenozoic,volcanic,-14.07164,-72.33606,35.6,resolved,-14.07164,-72.33606,volcanic and intrusive igneous rocks,volcanic,ok,8,8,4,7,100.0,resolved,South_America
206947.0,Porphyry,Cenozoic,other,-8.21527777778,-77.7713888889,15.3,other,-8.21527777778,-77.7713888889,sedimentary rocks,other,ok,11,11,2,9,100.0,resolved,South_America
206948.0,Porphyry,Cenozoic,volcanic,-14.9797222222,-71.3063888889,38.0,resolved,-14.9797222222,-71.3063888889,volcanic rocks,volcanic,ok,18,18,7,13,100.0,resolved,South_America
206949.0,Porphyry,Unknown,other,-7.11777777778,-78.5752777778,,other,-7.11777777778,-78.5752777778,sedimentary rocks,other,ok,5,5,3,5,100.0,unknown,South_America
206950.0,Porphyry,Cenozoic,other,-14.4613888889,-72.9930555556,35.9,other,-14.4613888889,-72.9930555556,sedimentary rocks,other,ok,5,5,2,5,100.0,resolved,South_America
206951.0,Porphyry,Cenozoic,volcanic,-14.1577777778,-73.1330555556,32.0,resolved,-14.1577777778,-73.1330555556,volcanic and intrusive igneous rocks,volcanic,ok,18,18,5,11,100.0,resolved,South_America
206952.0,Porphyry,Cenozoic,volcanic,-15.6247222222,-70.9913888889,12.8,resolved,-15.6247222222,-70.9913888889,volcanic rocks,volcanic,ok,6,6,3,5,100.0,resolved,South_America
206953.0,Porphyry,Cenozoic,volcanic,-14.9519444444,-71.2625,31.0,resolved,-14.9519444444,-71.2625,volcanic rocks,volcanic,ok,19,19,4,13,100.0,resolved,South_America
206956.0,Porphyry,Cenozoic,volcanic,-14.181111,-72.348055,14.15,resolved,-14.181111,-72.348055,volcanic and intrusive igneous rocks,volcanic,ok,17,17,5,14,100.0,resolved,South_America
206957.0,Porphyry,Cenozoic,volcanic,-14.96,-71.3463888889,36.2,resolved,-14.96,-71.3463888889,volcanic rocks,volcanic,ok,16,16,6,13,100.0,resolved,South_America
206958.0,Porphyry,Mesozoic,other,-6.725,-78.6691666667,165.2,other,-6.725,-78.6691666667,sedimentary rocks,other,ok,10,10,6,10,100.0,resolved,South_America
206959.0,Porphyry,Unknown,other,-13.6858333333,-75.0927777778,,other,-13.6858333333,-75.0927777778,sedimentary rocks,other,ok,11,11,5,8,100.0,unknown,South_America
206960.0,Porphyry,Unknown,other,-13.2344444444,-75.9163888889,,other,-13.2344444444,-75.9163888889,sedimentary rocks,other,ok,12,12,4,11,100.0,unknown,South_America
206962.0,Porphyry,Cenozoic,other,-8.775,-77.991666666667,14.7,other,-8.775,-77.991666666667,sedimentary rocks,other,ok,15,15,4,11,100.0,resolved,South_America
207056.0,Porphyry,Unknown,other,-16.7733333333,-71.3575,,other,-16.7733333333,-71.3575,sedimentary rocks,other,ok,15,15,7,11,100.0,unknown,South_America
207057.0,Porphyry,Cenozoic,other,-6.35805555556,-79.1191666667,12.0,other,-6.35805555556,-79.1191666667,sedimentary rocks,other,ok,19,19,5,14,100.0,resolved,South_America
207058.0,Porphyry,Unknown,other,-12.9755555556,-76.1391666667,,other,-12.9755555556,-76.1391666667,sedimentary rocks,other,ok,10,10,4,9,100.0,unknown,South_America
207059.0,Porphyry,Cenozoic,other,-4.94416666667,-79.3080555556,16.0,other,-4.94416666667,-79.3080555556,intrusive igneous rocks,other,ok,17,17,5,12,100.0,resolved,South_America
207060.0,Porphyry,Unknown,volcanic,-8.16666666667,-78.1833333333,,resolved,-8.16666666667,-78.1833333333,volcanic rocks,volcanic,ok,14,14,5,11,100.0,unknown,South_America
207061.0,Porphyry,Cenozoic,other,-8.55944444444,-77.8963888889,12.8,other,-8.55944444444,-77.8963888889,sedimentary rocks,other,ok,6,6,2,4,100.0,resolved,South_America
207062.0,Porphyry,Unknown,volcanic,-14.2,-74.45,,resolved,-14.2,-74.45,volcanic rocks,volcanic,ok,6,6,3,6,100.0,unknown,South_America
207063.0,Porphyry,Unknown,other,-14.1830555556,-75.1480555556,,other,-14.1830555556,-75.1480555556,sedimentary rocks,other,ok,6,6,2,4,100.0,unknown,South_America
207064.0,Porphyry,Cenozoic,other,-11.4794444444,-76.0841666667,7.0,other,-11.4794444444,-76.0841666667,sedimentary rocks,other,ok,4,4,3,4,100.0,resolved,South_America
207065.0,Porphyry,Unknown,other,-5.70444444444,-79.2805555556,,other,-5.70444444444,-79.2805555556,sedimentary rocks,other,ok,13,13,5,10,100.0,unknown,South_America
207164.0,Porphyry,Unknown,other,17.7666666667,121.233333333,,other,17.7666666667,121.233333333,sedimentary rocks,other,ok,6,6,3,5,100.0,unknown,Asia
207165.0,Porphyry,Cenozoic,other,16.75,121.35,25.0,other,16.75,121.35,sedimentary rocks,other,ok,22,22,6,16,100.0,resolved,Asia
207166.0,Porphyry,Cenozoic,mafic,14.2333333333,122.733333333,19.5,resolved,14.2333333333,122.733333333,mafic volcanic rocks,mafic,ok,15,15,4,10,100.0,resolved,Asia
207167.0,Porphyry,Cenozoic,mafic,15.0083333333,120.366666667,2.145,resolved,15.0083333333,120.366666667,mafic volcanic rocks,mafic,ok,9,9,5,8,100.0,resolved,Asia
207169.0,Porphyry,Unknown,other,16.7333333333,120.766666667,,other,16.7333333333,120.766666667,sedimentary rocks,other,ok,8,8,5,6,100.0,unknown,Asia
207170.0,Porphyry,Unknown,other,17.3,121.01,,other,17.3,121.01,sedimentary rocks,other,ok,12,12,4,9,100.0,unknown,Asia
207172.0,Porphyry,Unknown,other,16.75,120.7,,other,16.75,120.7,sedimentary rocks,other,ok,16,16,6,11,100.0,unknown,Asia
207174.0,Porphyry,Cenozoic,other,13.8,121.133333333,7.3,other,13.8,121.133333333,sedimentary rocks,other,ok,24,24,6,17,100.0,resolved,Asia
207175.0,Porphyry,Unknown,volcanic,14.7666666667,121.316666667,,resolved,14.7666666667,121.316666667,sedimentary and volcanic rocks,volcanic,ok,19,19,6,12,100.0,unknown,Asia
207177.0,Porphyry,Unknown,other,17.4,120.866666667,,other,17.4,120.866666667,sedimentary rocks,other,ok,3,3,1,2,100.0,unknown,Asia
207179.0,Porphyry,Cenozoic,other,14.9736111111,120.204166667,2.7,other,14.9736111111,120.204166667,intrusive igneous rocks,other,ok,28,28,7,20,100.0,resolved,Asia
207181.0,Porphyry,Cenozoic,volcanic,16.3205555556,121.291388889,23.2,resolved,16.3205555556,121.291388889,volcanic rocks,volcanic,ok,14,14,4,11,100.0,resolved,Asia
207289.0,Porphyry,Cenozoic,other,-23.4277777778,-69.5113888889,57.1,other,-23.4277777778,-69.5113888889,sedimentary rocks,other,ok,32,32,8,16,100.0,resolved,South_America
207309.0,Porphyry,Cenozoic,felsic,-18.2897222222,-69.7213888889,14.15,resolved,-18.2897222222,-69.7213888889,intermediate-felsic volcanic rocks,felsic,ok,4,4,2,4,100.0,resolved,South_America
207310.0,Porphyry,Cenozoic,felsic,-19.8666666667,-68.9666666667,36.0,resolved,-19.8666666667,-68.9666666667,intermediate-felsic volcanic rocks,felsic,ok,8,8,4,8,100.0,resolved,South_America
207312.0,Porphyry,Cenozoic,carbonate,6.1,116.466666667,8.0,resolved,6.1,116.466666667,carbonate-sandstone-conglomerate,carbonate,ok,10,10,6,9,100.0,resolved,Asia
207315.0,Porphyry,Cenozoic,other,27.1677777778,-109.019166667,60.0,other,27.1677777778,-109.019166667,plutonic: undivided granitic rocks; intrusive igneous rocks; acidic igneous intrusive,other,ok,42,42,9,21,100.0,resolved,North_America
207316.0,Porphyry,Cenozoic,volcanic,28.4111111111,-109.802777778,56.95,resolved,28.4111111111,-109.802777778,acidic igneous intrusive; volcanic rocks; volcanic: intermediate rocks,volcanic,ok,5,5,2,5,100.0,resolved,North_America
207317.0,Porphyry,Cenozoic,felsic,30.4816666667,-109.7525,56.8,resolved,30.4816666667,-109.7525,plutonic: undivided granitic rocks; acidic igneous intrusive; ignimbrite(s); felsic volcanic rocks,felsic,ok,11,11,5,9,100.0,resolved,North_America
207355.0,Porphyry,Unknown,carbonate,62.051111,-141.21805,,resolved,62.051111,-141.21805,"volcanic rocks; Sedimentary; limestone; sedimentary; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate",carbonate,ok,6,6,3,6,100.0,unknown,North_America
207467.0,IOCG,Unknown,siliciclastic,67.516666666667,20.9,,resolved,67.516666666667,20.9,"Major:{quartzite}, Minor{mica schist,gneiss,siliclastics, consolidated}; metamorphic; greywacke, phyllite, mica schist, meta-arkose, graphitic schist, paragneiss, conglomerate, amphibolite; Granite, pegmatite; intrusive igneous rocks",siliciclastic,ok,4,4,4,4,100.0,unknown,Europe
207910.0,VMS,Precambrian,volcanic,49.4530555556,-78.3525,2728.0,resolved,49.4530555556,-78.3525,volcanic: undivided volcanic rocks; intermediate volcanic rocks,volcanic,ok,9,9,3,5,100.0,resolved,North_America
207911.0,VMS,Precambrian,metamorphic,49.6833333333,-78.95,3250.0,resolved,49.6833333333,-78.95,metasedimentary schist; volcanic: undivided volcanic rocks,metamorphic,ok,24,24,5,14,100.0,resolved,North_America
208266.0,Porphyry,Mesozoic,other,17.3333333333,101.5,230.0,other,17.3333333333,101.5,sedimentary rocks,other,ok,7,7,4,7,100.0,resolved,Asia
208267.0,Porphyry,Mesozoic,other,17.5,101.666666667,230.0,other,17.5,101.666666667,sedimentary rocks,other,ok,5,5,3,5,100.0,resolved,Asia
208268.0,Porphyry,Mesozoic,other,18.1166666667,102.083333333,226.3,other,18.1166666667,102.083333333,sedimentary rocks,other,ok,25,25,6,15,100.0,resolved,Asia
208271.0,Porphyry,Paleozoic,volcanic,49.1333333333,103.65,308.5,resolved,49.1333333333,103.65,volcanic and intrusive igneous rocks,volcanic,ok,11,11,4,8,100.0,resolved,Asia
208273.0,Porphyry,Paleozoic,other,45.7833333333,100.6,308.5,other,45.7833333333,100.6,sedimentary rocks,other,ok,9,9,3,7,100.0,resolved,Asia
208275.0,Porphyry,Paleozoic,other,48.5833333333,97.7833333333,258.5,other,48.5833333333,97.7833333333,intrusive igneous rocks,other,ok,7,7,3,7,100.0,resolved,Asia
208276.0,Porphyry,Paleozoic,felsic,44.2333333333,108.033333333,308.5,resolved,44.2333333333,108.033333333,mafic-felsic mixed volcanic rocks,felsic,ok,4,4,1,3,100.0,resolved,Asia
208277.0,Porphyry,Unknown,felsic,44.5741666667,109.435555556,,resolved,44.5741666667,109.435555556,mafic-felsic mixed volcanic rocks,felsic,ok,6,6,3,4,100.0,unknown,Asia
208279.0,Porphyry,Paleozoic,felsic,44.1666666667,107.5,294.5,resolved,44.1666666667,107.5,mafic-felsic mixed volcanic rocks,felsic,ok,9,9,4,7,100.0,resolved,Asia
208280.0,Porphyry,Unknown,other,48.775,104.21126,,other,48.775,104.21126,sedimentary rocks,other,ok,9,9,4,8,100.0,unknown,Asia
208328.0,Porphyry,Cenozoic,other,8.4875,-77.3211111111,48.0,other,8.4875,-77.3211111111,sedimentary; sedimentary rocks,other,ok,6,6,3,6,100.0,resolved,South_America
208330.0,Porphyry,Cenozoic,metamorphic,7.05,-76.75,55.0,resolved,7.05,-76.75,sedimentary; crystalline metamorphic rocks,metamorphic,ok,6,6,4,6,100.0,resolved,South_America
208331.0,Porphyry,Cenozoic,metamorphic,2.1,-76.8833333333,17.0,resolved,2.1,-76.8833333333,low grade unclassified metamorphic rock,metamorphic,ok,4,4,3,4,100.0,resolved,South_America
208332.0,Porphyry,Mesozoic,volcanic,7.31666666667,-72.8666666667,144.0,resolved,7.31666666667,-72.8666666667,volcanic: intermediate rocks; low grade unclassified metamorphic rock,volcanic,ok,7,7,4,7,100.0,resolved,South_America
208333.0,Porphyry,Paleozoic,other,46.95157188965,79.864566853136,333.0,other,46.95157188965,79.864566853136,sedimentary rocks,other,ok,36,36,7,20,100.0,resolved,Asia
208334.0,Porphyry,Paleozoic,felsic,48.6833333333,73.7,308.5,resolved,48.6833333333,73.7,intermediate-felsic volcanic rocks,felsic,ok,24,24,7,16,100.0,resolved,Asia
208335.0,Porphyry,Paleozoic,felsic,51.7666666667,61.75,312.0,resolved,51.7666666667,61.75,"sedimentary rocks; Major:{sandstone}, Minor{conglomerate,basalt group,andesite}",felsic,ok,23,23,5,16,100.0,resolved,Asia
208336.0,Porphyry,Paleozoic,other,51.95,72.3333333333,445.0,other,51.95,72.3333333333,sedimentary rocks,other,ok,21,21,6,13,100.0,resolved,Asia
208337.0,Porphyry,Unknown,other,53.0166666667,62.5666666667,,other,53.0166666667,62.5666666667,clay; sedimentary rocks,other,ok,18,18,5,11,100.0,unknown,Asia
208338.0,Porphyry,Unknown,mafic,48.924797990484,58.673687628615,,resolved,48.924797990484,58.673687628615,"Major:{limestone}, Minor{schist group,sandstone,basalt group}; mafic volcanic rocks",mafic,ok,29,29,7,18,100.0,unknown,Europe
208339.0,Porphyry,Paleozoic,volcanic,44.45,78.4333333333,422.0,resolved,44.45,78.4333333333,sedimentary and volcanic rocks,volcanic,ok,26,26,7,17,100.0,resolved,Asia
208340.0,Porphyry,Unknown,felsic,46.65,73.6333333333,,resolved,46.65,73.6333333333,intermediate-felsic volcanic rocks,felsic,ok,12,12,3,9,100.0,unknown,Asia
208341.0,Porphyry,Paleozoic,volcanic,43.62,74.2666666667,400.5,resolved,43.62,74.2666666667,intermediate volcanic rocks,volcanic,ok,14,14,6,13,100.0,resolved,Asia
208343.0,Porphyry,Cenozoic,felsic,49.368737,75.708303,43.0,resolved,49.368737,75.708303,intermediate-felsic volcanic rocks,felsic,ok,16,16,5,14,100.0,resolved,Asia
208346.0,Porphyry,Paleozoic,other,50.1619444444,76.1619444444,292.0,other,50.1619444444,76.1619444444,sedimentary rocks,other,ok,17,17,5,11,100.0,resolved,Asia
208348.0,Porphyry,Paleozoic,other,47.5333333333,84.4166666667,312.5,other,47.5333333333,84.4166666667,sedimentary rocks,other,ok,14,14,6,11,100.0,resolved,Asia
208390.0,Porphyry,Paleozoic,felsic,48.2263888889,76.2719444444,308.5,resolved,48.2263888889,76.2719444444,intermediate-felsic volcanic rocks,felsic,ok,17,17,6,12,100.0,resolved,Asia
208391.0,Porphyry,Paleozoic,volcanic,47.1844444444,74.7113888889,319.05,resolved,47.1844444444,74.7113888889,volcanic rocks,volcanic,ok,20,20,5,13,100.0,resolved,Asia
208392.0,Porphyry,Paleozoic,metamorphic,52.8833333333,61.4166666667,301.0,resolved,52.8833333333,61.4166666667,clay; crystalline metamorphic rocks,metamorphic,ok,20,20,7,15,100.0,resolved,Asia
208393.0,Porphyry,Unknown,volcanic,47.5,75.1,,resolved,47.5,75.1,volcanic rocks,volcanic,ok,8,8,3,7,100.0,unknown,Asia
208394.0,Porphyry,Unknown,felsic,46.6,74.4166666667,,resolved,46.6,74.4166666667,intermediate-felsic volcanic rocks,felsic,ok,15,15,7,11,100.0,unknown,Asia
208396.0,Porphyry,Unknown,felsic,46.2563888889,73.1983333333,,resolved,46.2563888889,73.1983333333,intermediate-felsic volcanic rocks,felsic,ok,15,15,4,11,100.0,unknown,Asia
208397.0,Porphyry,Paleozoic,felsic,47.9166666667,79.3333333333,302.0,resolved,47.9166666667,79.3333333333,intermediate-felsic volcanic rocks,felsic,ok,17,17,5,13,100.0,resolved,Asia
208398.0,Porphyry,Paleozoic,other,47.3833333333,75.2333333333,293.5,other,47.3833333333,75.2333333333,intrusive igneous rocks,other,ok,8,8,3,7,100.0,resolved,Asia
208474.0,Porphyry,Cenozoic,volcanic,-6.88333320617676,146.449996948242,9.0,resolved,-6.88333320617676,146.449996948242,sedimentary and volcanic rocks,volcanic,ok,22,22,6,13,100.0,resolved,Oceania
208475.0,Porphyry,Cenozoic,mafic,-5.75,145.166666667,7.0,resolved,-5.75,145.166666667,ophiolite complex; mafic volcanic rocks; basalt,mafic,ok,15,15,5,12,100.0,resolved,Oceania
208477.0,Porphyry,Precambrian,felsic,-5.71666666667,150.016666667,1886.0,resolved,-5.71666666667,150.016666667,mafic-felsic mixed volcanic rocks,felsic,ok,6,6,2,5,100.0,resolved,Oceania
208478.0,Porphyry,Mesozoic,other,-5.98333333333,150.466666667,141.8,other,-5.98333333333,150.466666667,intrusive igneous rocks,other,ok,6,6,3,5,100.0,resolved,Oceania
208484.0,Porphyry,Cenozoic,other,16.8583333333,120.783333333,1.35,other,16.8583333333,120.783333333,sedimentary rocks,other,ok,24,24,6,17,100.0,resolved,Asia
208930.0,Porphyry,Cenozoic,other,16.3833333333,120.983333333,20.6,other,16.3833333333,120.983333333,sedimentary rocks,other,ok,15,15,5,11,100.0,resolved,Asia
208931.0,Porphyry,Cenozoic,other,7.16666666667,125.991666667,10.65,other,7.16666666667,125.991666667,sedimentary rocks,other,ok,15,15,5,10,100.0,resolved,Asia
208932.0,Porphyry,Cenozoic,volcanic,6.475,125.05,3.95,resolved,6.475,125.05,sedimentary and volcanic rocks,volcanic,ok,22,22,5,16,100.0,resolved,Asia
208933.0,Porphyry,Unknown,other,7.93333333333,123.3,,other,7.93333333333,123.3,sedimentary rocks,other,ok,10,10,4,9,100.0,unknown,Asia
208934.0,Porphyry,Mesozoic,other,8.12222222222,126.381666667,94.5,other,8.12222222222,126.381666667,sedimentary rocks,other,ok,4,4,2,4,100.0,resolved,Asia
208935.0,Porphyry,Cenozoic,other,16.45,120.866666667,4.55,other,16.45,120.866666667,sedimentary rocks,other,ok,16,16,6,12,100.0,resolved,Asia
208936.0,Porphyry,Unknown,other,17.1666666667,120.733333333,,other,17.1666666667,120.733333333,sedimentary rocks,other,ok,5,5,2,4,100.0,unknown,Asia
208937.0,Porphyry,Cenozoic,other,16.490278,120.65556,9.5,other,16.490278,120.65556,sedimentary rocks,other,ok,13,13,5,11,100.0,resolved,Asia
209445.0,VMS,Precambrian,mafic,48.9786111111,-87.375,2723.0,resolved,48.9786111111,-87.375,"gabbro, anorthosite, ultramafic rocks; plutonic: late felsic and intermediate plutons in the Superior province; intrusive igneous rocks",mafic,ok,18,18,4,11,100.0,resolved,North_America
209628.0,Porphyry,Mesozoic,other,-3.65,-78.416667,156.2,other,-3.65,-78.416667,sedimentary rocks,other,ok,20,20,3,11,100.0,resolved,South_America
209671.0,Porphyry,Mesozoic,unknown,0.0,0.0,198.5,unknown,0.0,0.0,,unknown,ok,20,20,6,13,100.0,resolved,Africa
209836.0,Porphyry,Mesozoic,other,-4.1155371964011,-78.583557670277,173.55,other,-4.1155371964011,-78.583557670277,sedimentary rocks,other,ok,8,8,3,8,100.0,resolved,South_America
209837.0,Porphyry,Cenozoic,other,-1.66666666667,-79.15,27.0,other,-1.66666666667,-79.15,sedimentary rocks,other,ok,8,8,3,7,100.0,resolved,South_America
209839.0,Porphyry,Cenozoic,other,29.1227777778,62.0788888889,11.55,other,29.1227777778,62.0788888889,sedimentary rocks,other,ok,13,13,4,10,100.0,resolved,Asia
209868.0,IOCG,Precambrian,felsic,-21.5489204585,140.497315894,1532.5,resolved,-21.5489204585,140.497315894,rhyolite; intrusive igneous rocks; sedimentary; metamorphic,felsic,ok,5,5,2,4,100.0,resolved,Oceania
209909.0,VMS,Precambrian,volcanic,45.8025,-71.2866666667,544.0,resolved,45.8025,-71.2866666667,sedimentary rocks; volcanic: intermediate rocks,volcanic,ok,6,6,3,6,100.0,resolved,North_America
210060.0,Porphyry,Paleozoic,felsic,29.516666666667,88.566666666667,351.5,resolved,29.516666666667,88.566666666667,felsic volcanic rocks,felsic,ok,11,11,4,10,100.0,resolved,Asia
210140.0,Sediment-Hosted,Unknown,metamorphic,-17.1927777778,-46.8780555556,,resolved,-17.1927777778,-46.8780555556,low grade unclassified metamorphic rock,metamorphic,ok,19,19,6,13,100.0,unknown,South_America
210265.0,VMS,Precambrian,volcanic,39.3391666667,97.9422222222,750.0,resolved,39.3391666667,97.9422222222,intermediate volcanic rocks,volcanic,ok,21,21,6,13,100.0,resolved,Asia
210267.0,VMS,Unknown,carbonate,66.334072,14.083099,,resolved,66.334072,14.083099,"carbonate; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate; metamorphosed equivalent; Major:{mica schist}, Minor{gneiss,marble,amphibolite}; metamorphic",carbonate,ok,6,6,3,6,100.0,unknown,Europe
210332.0,Magmatic sulfide,Precambrian,felsic,46.4927777778,-81.0688888889,1785.0,resolved,46.4927777778,-81.0688888889,"mudstone; mafic, intermediate and felsic metavolcanic rocks, intercalated metasedimentary rocks and epiclastic rocks; plutonic: late felsic and intermediate plutons in the Superior province",felsic,ok,37,37,5,14,100.0,resolved,North_America
210493.0,IOCG,Precambrian,felsic,-20.7752777778,140.043888889,1532.5,resolved,-20.7752777778,140.043888889,amphibolite grade orthogneiss/paragneiss/metavolcanic gneiss; limestone; igneous felsic intrusive; granite,felsic,ok,32,32,6,14,100.0,resolved,Oceania
211939.0,Sediment-Hosted,Precambrian,other,26.257930555556,102.46292222222,1500.0,other,26.257930555556,102.46292222222,sedimentary rocks,other,ok,16,16,6,11,100.0,resolved,Asia
